Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
0.9691475716969284,5.18628506100579,3.45934441030806,1.4858699463875127,0.1588878525512982,Iris-setosa
2.0049685389663696,4.836780275075183,3.0557156790887565,1.5214260372698452,0.29981032048174605,Iris-setosa
2.9275893141665703,4.684502713359857,3.175766577553394,1.2664419627697412,0.23291499248247782,Iris-setosa
3.9940603470886407,4.638798875265312,3.0748038124089074,1.5739479127594578,0.17565210068750814,Iris-setosa
4.981292557408899,5.000787494512584,3.621034190318949,1.492369791890675,0.20438375654434648,Iris-setosa
6.096131132159163,5.474740269781588,3.749553738386439,1.6904393690300756,0.46329114459175025,Iris-setosa
6.959818303520608,4.707611035291743,3.4100030436906845,1.3406088807214835,0.29341196511135736,Iris-setosa
7.934388433148666,4.977165772383138,3.466190812055362,1.50389279792349,0.2513516440779207,Iris-setosa
8.975121166055212,4.475346950173666,2.9644823999497367,1.3582078988178692,0.22470979362722224,Iris-setosa
9.967262533471391,4.90486364655544,3.137719528916146,1.4900064345522042,0.1320056870416396,Iris-setosa
11.1207071868052,5.35012468951623,3.723804013390546,1.4487591099562123,0.24939104583664484,Iris-setosa
11.944048488742,4.779555154593222,3.380098480183211,1.6746950249211445,0.22166780105265826,Iris-setosa
13.066005792976599,4.7619742516673496,3.0314633178973116,1.407173198753141,0.10882817586167949,Iris-setosa
14.03591505365278,4.320647350258078,2.957033704180726,1.0955423479605577,0.14449638582434915,Iris-setosa
14.950037638682474,5.751266131625553,3.9981238089081437,1.1419664364277222,0.16538642914303323,Iris-setosa
16.008158738899876,5.691116043403167,4.377505829385575,1.5172277550992948,0.39010643067669304,Iris-setosa
17.058829036714787,5.386927937852841,3.9206569813199623,1.3303424092146776,0.4210206556693523,Iris-setosa
17.96167614436487,5.220108188665107,3.5002543132517236,1.3437753029962585,0.2808961631907554,Iris-setosa
19.04343101499147,5.701927243277262,3.797202179736992,1.6171435044111473,0.2882654400870953,Iris-setosa
20.007819637535068,5.07886241180117,3.733928472253576,1.465545436585407,0.3647899756005183,Iris-setosa
